timestamp,device_id,raw_data[0],raw_data[1],raw_data[2],raw_data[3],raw_data[4],raw_data[5],raw_data[6],raw_data[7],raw_data[8],raw_data[9],raw_data[10],raw_data[11],resolution,v_ref,channel_id[0],channel_id[1],channel_id[2],channel_id[3],channel_id[4],channel_id[5],channel_id[6],channel_id[7],channel_id[8],channel_id[9],channel_id[10],channel_id[11]
41345452,4294967295,1010,0,27,14,28,1566,3092,2067,1653,1280,1060,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41355461,4294967295,1026,0,8,1,27,1509,3118,2068,1656,1264,1063,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41365460,4294967295,1022,0,8,16,28,1583,3140,2069,1666,1260,1091,1028,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41375428,4294967295,1020,0,8,6,27,1457,3130,2065,1647,1266,1060,1030,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41385426,4294967295,1040,0,7,12,28,1559,3096,2064,1650,1297,1065,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41395426,4294967295,1045,0,44,0,28,1539,3164,2065,1649,1277,1079,1028,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41405426,4294967295,1032,3,25,1,28,1493,3135,2067,1647,1257,1064,1028,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41415427,4294967295,1040,0,4,4,27,1435,3156,2064,1653,1295,1054,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41425426,4294967295,1037,0,10,0,28,1553,3160,2063,1654,1266,1068,1028,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41435429,4294967295,1040,0,8,1,27,1333,3141,2066,1665,1249,1050,1030,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41445426,4294967295,1020,18,11,1,27,1533,3094,2066,1638,1265,1062,1028,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41455426,4294967295,1030,20,8,4,27,1449,3092,2066,1652,1277,1074,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41465429,4294967295,1013,11,25,2,27,1585,3073,2066,1662,1282,1065,1030,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41475427,4294967295,1028,27,10,2,27,1364,3092,2067,1662,1295,1068,1026,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41485428,4294967295,1033,45,8,17,27,1529,3099,2066,1656,1251,1063,1030,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41495429,4294967295,1012,57,28,0,28,1355,3157,2066,1655,1278,1072,1030,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41505428,4294967295,1037,56,23,0,28,1585,3144,2066,1661,1289,1065,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
41515426,4294967295,1024,61,25,4,28,1583,3155,2068,1653,1274,1071,1029,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,18
