timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
57704096,0,0,1,0,0,1,1,0,0,0,0,0,0
58204474,0,0,1,0,0,1,1,0,0,0,0,0,0
58713723,0,0,1,0,0,1,1,0,0,0,0,0,0
59214538,0,0,1,0,0,1,1,0,0,0,0,0,0
59720563,0,0,1,0,0,1,1,0,0,0,0,0,0
60229478,0,0,1,0,0,1,1,0,0,0,0,0,0
60739476,0,0,1,0,0,1,1,0,0,0,0,0,0
61247564,0,0,1,0,0,1,1,0,0,0,0,0,0
61750705,0,0,1,0,0,1,1,0,0,0,0,0,0
62257700,0,0,1,0,0,1,1,0,0,0,0,0,0
62757744,0,0,1,0,0,1,1,0,0,0,0,0,0
63264477,0,0,1,0,0,1,1,0,0,0,0,0,0
63767596,0,0,1,0,0,1,1,0,0,0,0,0,0
64278660,0,0,1,0,0,1,1,0,0,0,0,0,0
64781295,0,0,1,0,0,1,1,0,0,0,0,0,0
65283474,0,0,1,0,0,1,1,0,0,0,0,0,0
65792506,0,0,1,0,0,1,1,0,0,0,0,0,0
66296479,0,0,1,0,0,1,1,0,0,0,0,0,0
66798480,0,0,1,0,0,1,1,0,0,0,0,0,0
67304545,0,0,1,0,0,1,1,0,0,0,0,0,0
67807615,0,0,1,0,0,1,1,0,0,0,0,0,0
68312727,0,0,1,0,0,1,1,0,0,0,0,0,0
68813642,0,0,1,0,0,1,1,0,0,0,0,0,0
69820865,0,0,1,0,0,1,1,0,0,0,0,0,0
70328887,0,0,1,0,0,1,1,0,0,0,0,0,0
70837591,0,0,1,0,0,1,1,0,0,0,0,0,0
71341475,0,0,1,0,0,1,1,0,0,0,0,0,0
71844476,0,0,1,0,0,1,1,0,0,0,0,0,0
72347365,0,0,1,0,0,1,1,0,0,0,0,0,0
72851703,0,0,1,0,0,1,1,0,0,0,0,0,0
73361473,0,0,1,0,0,1,1,0,0,0,0,0,0
73861574,0,0,1,0,0,1,1,0,0,0,0,0,0
74367707,0,0,1,0,0,1,1,0,0,0,0,0,0
74874593,0,0,1,0,0,1,1,0,0,0,0,0,0
75376599,0,0,1,0,0,1,1,0,0,0,0,0,0
75878641,0,0,1,0,0,1,1,0,0,0,0,0,0
76380030,0,0,1,0,0,1,1,0,0,0,0,0,0
76881543,0,0,1,0,0,1,1,0,0,0,0,0,0
77387137,0,0,1,0,0,1,1,0,0,0,0,0,0
77894534,0,0,1,0,0,1,1,0,0,0,0,0,0
78402872,0,0,1,0,0,1,1,0,0,0,0,0,0
78904490,0,0,1,0,0,1,1,0,0,0,0,0,0
79409716,0,0,1,0,0,1,1,0,0,0,0,0,0
79911396,0,0,1,0,0,1,1,0,0,0,0,0,0
80424415,0,0,1,0,0,1,1,0,0,0,0,0,0
80928478,0,0,1,0,0,1,1,0,0,0,0,0,0
81438490,0,0,1,0,0,1,1,0,0,0,0,0,0
81938960,0,0,1,0,0,1,1,0,0,0,0,0,0
82442756,0,0,1,0,0,1,1,0,0,0,0,0,0
82945042,0,0,1,0,0,1,1,0,0,0,0,0,0
83447698,0,0,1,0,0,1,1,0,0,0,0,0,0
83950491,0,0,1,0,0,1,1,0,0,0,0,0,0
84450677,0,0,1,0,0,1,1,0,0,0,0,0,0
84961873,0,0,1,0,0,1,1,0,0,0,0,0,0
85464132,0,0,1,0,0,1,1,0,0,0,0,0,0
85971380,0,0,1,0,0,1,1,0,0,0,0,0,0
86479658,0,0,1,0,0,1,1,0,0,0,0,0,0
86985921,0,0,1,0,0,1,1,0,0,0,0,0,0
87490511,0,0,1,0,0,1,1,0,0,0,0,0,0
87990837,0,0,1,0,0,1,1,0,0,0,0,0,0
88498710,0,0,1,0,0,1,1,0,0,0,0,0,0
88999476,0,0,1,0,0,1,1,0,0,0,0,0,0
89510489,0,0,1,0,0,1,1,0,0,0,0,0,0
90022407,0,0,1,0,0,1,1,0,0,0,0,0,0
90522747,0,0,1,0,0,1,1,0,0,0,0,0,0
91030660,0,0,1,0,0,1,1,0,0,0,0,0,0
91540473,0,0,1,0,0,1,1,0,0,0,0,0,0
92043783,0,0,1,0,0,1,1,0,0,0,0,0,0
92552577,0,0,1,0,0,1,1,0,0,0,0,0,0
93055607,0,0,1,0,0,1,1,0,0,0,0,0,0
93560584,0,0,1,0,0,1,1,0,0,0,0,0,0
94062651,0,0,1,0,0,1,1,0,0,0,0,0,0
94568534,0,0,1,0,0,1,1,0,0,0,0,0,0
95071363,0,0,1,0,0,1,1,0,0,0,0,0,0
95572476,0,0,1,0,0,1,1,0,0,0,0,0,0
96083326,0,0,1,0,0,1,1,0,0,0,0,0,0
96594382,0,0,1,0,0,1,1,0,0,0,0,0,0
97101139,0,0,1,0,0,1,1,0,0,0,0,0,0
97603667,0,0,1,0,0,1,1,0,0,0,0,0,0
98105490,0,0,1,0,0,1,1,0,0,0,0,0,0
98609477,0,0,1,0,0,1,1,0,0,0,0,0,0
99112512,0,0,1,0,0,1,1,0,0,0,0,0,0
99622513,0,0,1,0,0,1,1,0,0,0,0,0,0
100126514,0,0,1,0,0,1,1,0,0,0,0,0,0
100632106,0,0,1,0,0,1,1,0,0,0,0,0,0
101140480,0,0,1,0,0,1,1,0,0,0,0,0,0
101641898,0,0,1,0,0,1,1,0,0,0,0,0,0
102151527,0,0,1,0,0,1,1,0,0,0,0,0,0
102653474,0,0,1,0,0,1,1,0,0,0,0,0,0
103160643,0,0,1,0,0,1,1,0,0,0,0,0,0
103661475,0,0,1,0,0,1,1,0,0,0,0,0,0
104166371,0,0,1,0,0,1,1,0,0,0,0,0,0
104676482,0,0,1,0,0,1,1,0,0,0,0,0,0
105183707,0,0,1,0,0,1,1,0,0,0,0,0,0
105688703,0,0,1,0,0,1,1,0,0,0,0,0,0
106189476,0,0,1,0,0,1,1,0,0,0,0,0,0
106696807,0,0,1,0,0,1,1,0,0,0,0,0,0
107044464,1,0,1,0,0,1,1,0,0,0,0,0,0
107548005,1,0,1,0,0,1,1,0,0,0,0,0,0
108052997,1,0,1,0,0,1,1,0,0,0,0,0,0
108559818,1,0,1,0,0,1,1,0,0,0,0,0,0
109070908,1,0,1,0,0,1,1,0,0,0,0,0,0
109574991,1,0,1,0,0,1,1,0,0,0,0,0,0
110078726,1,0,1,0,0,1,1,0,0,0,0,0,0
110585563,1,0,1,0,0,1,1,0,0,0,0,0,0
111094715,1,0,1,0,0,1,1,0,0,0,0,0,0
111603812,1,0,1,0,0,1,1,0,0,0,0,0,0
112111574,1,0,1,0,0,1,1,0,0,0,0,0,0
112618684,1,0,1,0,0,1,1,0,0,0,0,0,0
113126502,1,0,1,0,0,1,1,0,0,0,0,0,0
113629520,1,0,1,0,0,1,1,0,0,0,0,0,0
114135508,1,0,1,0,0,1,1,0,0,0,0,0,0
114644476,1,0,1,0,0,1,1,0,0,0,0,0,0
115152789,1,0,1,0,0,1,1,0,0,0,0,0,0
115657863,1,0,1,0,0,1,1,0,0,0,0,0,0
116162897,1,0,1,0,0,1,1,0,0,0,0,0,0
116670575,1,0,1,0,0,1,1,0,0,0,0,0,0
117172482,1,0,1,0,0,1,1,0,0,0,0,0,0
117681508,1,0,1,0,0,1,1,0,0,0,0,0,0
118190061,1,0,1,0,0,1,1,0,0,0,0,0,0
118699481,1,0,1,0,0,1,1,0,0,0,0,0,0
119049614,1,0,1,0,0,1,1,0,1,1,1,1,0
119559506,1,0,1,0,0,1,1,0,1,1,1,1,0
120065540,1,0,1,0,0,1,1,0,1,1,1,1,0
120575706,1,0,1,0,0,1,1,0,1,1,1,1,0
121080480,1,0,1,0,0,1,1,0,1,1,1,1,0
121586485,1,0,1,0,0,1,1,0,1,1,1,1,0
122095488,1,0,1,0,0,1,1,0,1,1,1,1,0
122597662,1,0,1,0,0,1,1,0,1,1,1,1,0
123105722,1,0,1,0,0,1,1,0,1,1,1,1,0
123607083,1,0,1,0,0,1,1,0,1,1,1,1,0
124113478,1,0,1,0,0,1,1,0,1,1,1,1,0
124622485,1,0,1,0,0,1,1,0,1,1,1,1,0
125131478,1,0,1,0,0,1,1,0,1,1,1,1,0
125640644,1,0,1,0,0,1,1,0,1,1,1,1,0
126141486,1,0,1,0,0,1,1,0,1,1,1,1,0
126643506,1,0,1,0,0,1,1,0,1,1,1,1,0
127152480,1,0,1,0,0,1,1,0,1,1,1,1,0
127356483,1,0,0,1,0,1,1,0,1,1,1,1,0
127863728,1,0,0,1,0,1,1,0,1,1,1,1,0
128369100,1,0,0,1,0,1,1,0,1,1,1,1,0
128874730,1,0,0,1,0,1,1,0,1,1,1,1,0
129382452,1,0,0,1,0,1,1,0,1,1,1,1,0
129893017,1,0,0,1,0,1,1,0,1,1,1,1,0
130398742,1,0,0,1,0,1,1,0,1,1,1,1,0
130902219,1,0,0,1,0,1,1,0,1,1,1,1,0
131409712,1,0,0,1,0,1,1,0,1,1,1,1,0
131917823,1,0,0,1,0,1,1,0,1,1,1,1,0
132421627,1,0,0,1,0,1,1,0,1,1,1,1,0
132922764,1,0,0,1,0,1,1,0,1,1,1,1,0
133430401,1,0,0,1,0,1,1,0,1,1,1,1,0
133934532,1,0,0,1,0,1,1,0,1,1,1,1,0
134445099,1,0,0,1,0,1,1,0,1,1,1,1,0
134948654,1,0,0,1,0,1,1,0,1,1,1,1,0
135453484,1,0,0,1,0,1,1,0,1,1,1,1,0
135961119,1,0,0,1,0,1,1,0,1,1,1,1,0
136467839,1,0,0,1,0,1,1,0,1,1,1,1,0
136976526,1,0,0,1,0,1,1,0,1,1,1,1,0
137484487,1,0,0,1,0,1,1,0,1,1,1,1,0
137987656,1,0,0,1,0,1,1,0,1,1,1,1,0
138497773,1,0,0,1,0,1,1,0,1,1,1,1,0
139002481,1,0,0,1,0,1,1,0,1,1,1,1,0
139507624,1,0,0,1,0,1,1,0,1,1,1,1,0
140007698,1,0,0,1,0,1,1,0,1,1,1,1,0
140514005,1,0,0,1,0,1,1,0,1,1,1,1,0
141019476,1,0,0,1,0,1,1,0,1,1,1,1,0
141524481,1,0,0,1,0,1,1,0,1,1,1,1,0
141741009,1,0,0,1,0,1,1,0,1,1,1,1,0
142241475,1,0,0,1,0,1,1,0,1,1,1,1,0
142753813,1,0,0,1,0,1,1,0,1,1,1,1,0
143254894,1,0,0,1,0,1,1,0,1,1,1,1,0
143755511,1,0,0,1,0,1,1,0,1,1,1,1,0
144255774,1,0,0,1,0,1,1,0,1,1,1,1,0
144755865,1,0,0,1,0,1,1,0,1,1,1,1,0
144960480,1,0,0,1,0,1,1,0,1,1,1,1,0
145465531,1,0,0,1,0,1,1,0,1,1,1,1,0
145975475,1,0,0,1,0,1,1,0,1,1,1,1,0
146479147,1,0,0,1,0,1,1,0,1,1,1,1,0
146759653,0,0,0,1,0,1,1,0,1,1,1,1,0
147261664,0,0,0,1,0,1,1,0,1,1,1,1,0
147774236,0,0,0,1,0,1,1,0,1,1,1,1,0
148283685,0,0,0,1,0,1,1,0,1,1,1,1,0
148786486,0,0,0,1,0,1,1,0,1,1,1,1,0
149297086,0,0,0,1,0,1,1,0,1,1,1,1,0
149798762,0,0,0,1,0,1,1,0,1,1,1,1,0
150305610,0,0,0,1,0,1,1,0,1,1,1,1,0
150808478,0,0,0,1,0,1,1,0,1,1,1,1,0
151319475,0,0,0,1,0,1,1,0,1,1,1,1,0
151829810,0,0,0,1,0,1,1,0,1,1,1,1,0
152333338,0,0,0,1,0,1,1,0,1,1,1,1,0
152837190,0,0,0,1,0,1,1,0,1,1,1,1,0
153341479,0,0,0,1,0,1,1,0,1,1,1,1,0
153846473,0,0,0,1,0,1,1,0,1,1,1,1,0
154354501,0,0,0,1,0,1,1,0,1,1,1,1,0
154855482,0,0,0,1,0,1,1,0,1,1,1,1,0
155359576,0,0,0,1,0,1,1,0,1,1,1,1,0
155871371,0,0,0,1,0,1,1,0,1,1,1,1,0
156381493,0,0,0,1,0,1,1,0,1,1,1,1,0
156890514,0,0,0,1,0,1,1,0,1,1,1,1,0
157400082,0,0,0,1,0,1,1,0,1,1,1,1,0
157903548,0,0,0,1,0,1,1,0,1,1,1,1,0
158405068,0,0,0,1,0,1,1,0,1,1,1,1,0
158909638,0,0,0,1,0,1,1,0,1,1,1,1,0
159420687,0,0,0,1,0,1,1,0,1,1,1,1,0
159849028,0,0,0,1,0,1,1,0,1,1,1,1,0
160350492,0,0,0,1,0,1,1,0,1,1,1,1,0
160856510,0,0,0,1,0,1,1,0,1,1,1,1,0
161070476,0,0,0,1,0,1,1,0,1,1,1,1,0
161573475,0,0,0,1,0,1,1,0,1,1,1,1,0
162080368,0,0,0,1,0,1,1,0,1,1,1,1,0
162582474,0,0,0,1,0,1,1,0,1,1,1,1,0
163091510,0,0,0,1,0,1,1,0,1,1,1,1,0
163592724,0,0,0,1,0,1,1,0,1,1,1,1,0
164100282,0,0,0,1,0,1,1,0,1,1,1,1,0
164603502,0,0,0,1,0,1,1,0,1,1,1,1,0
165104673,0,0,0,1,0,1,1,0,1,1,1,1,0
165606937,0,0,0,1,0,1,1,0,1,1,1,1,0
166109476,0,0,0,1,0,1,1,0,1,1,1,1,0
167119513,0,0,0,1,0,1,1,0,1,1,1,1,0
167624666,0,0,0,1,0,1,1,0,1,1,1,1,0
168125478,0,0,0,1,0,1,1,0,1,1,1,1,0
168630924,0,0,0,1,0,1,1,0,1,1,1,1,0
169133477,0,0,0,1,0,1,1,0,1,1,1,1,0
169636475,0,0,0,1,0,1,1,0,1,1,1,1,0
170137746,0,0,0,1,0,1,1,0,1,1,1,1,0
170649061,0,0,0,1,0,1,1,0,1,1,1,1,0
171149481,0,0,0,1,0,1,1,0,1,1,1,1,0
171651515,0,0,0,1,0,1,1,0,1,1,1,1,0
172153655,0,0,0,1,0,1,1,0,1,1,1,1,0
172659588,0,0,0,1,0,1,1,0,1,1,1,1,0
173162718,0,0,0,1,0,1,1,0,1,1,1,1,0
173665973,0,0,0,1,0,1,1,0,1,1,1,1,0
174175474,0,0,0,1,0,1,1,0,1,1,1,1,0
174428850,0,0,0,1,0,1,1,0,1,1,1,1,0
174935620,0,0,0,1,0,1,1,0,1,1,1,1,0
175438474,0,0,0,1,0,1,1,0,1,1,1,1,0
175948324,0,0,0,1,0,1,1,0,1,1,1,1,0
176010863,0,0,1,0,0,1,1,0,1,1,1,1,0
176520648,0,0,1,0,0,1,1,0,1,1,1,1,0
177010713,0,0,1,0,0,1,1,0,1,1,1,1,0
177386525,0,0,1,0,0,1,1,0,0,0,0,0,0
177887706,0,0,1,0,0,1,1,0,0,0,0,0,0
178398227,0,0,1,0,0,1,1,0,0,0,0,0,0
178906581,0,0,1,0,0,1,1,0,0,0,0,0,0
179408689,0,0,1,0,0,1,1,0,0,0,0,0,0
179912360,0,0,1,0,0,1,1,0,0,0,0,0,0
180419532,0,0,1,0,0,1,1,0,0,0,0,0,0
180929511,0,0,1,0,0,1,1,0,0,0,0,0,0
181432474,0,0,1,0,0,1,1,0,0,0,0,0,0
181728551,1,0,1,0,0,1,1,0,0,0,0,0,0
182233683,1,0,1,0,0,1,1,0,0,0,0,0,0
182734412,1,0,1,0,0,1,1,0,0,0,0,0,0
183235251,1,0,1,0,0,1,1,0,0,0,0,0,0
183742519,1,0,1,0,0,1,1,0,0,0,0,0,0
184248574,1,0,1,0,0,1,1,0,0,0,0,0,0
184757745,1,0,1,0,0,1,1,0,0,0,0,0,0
185264662,1,0,1,0,0,1,1,0,0,0,0,0,0
185772480,1,0,1,0,0,1,1,0,0,0,0,0,0
186278856,1,0,1,0,0,1,1,0,0,0,0,0,0
186781514,1,0,1,0,0,1,1,0,0,0,0,0,0
187291416,1,0,1,0,0,1,1,0,0,0,0,0,0
187791621,1,0,1,0,0,1,1,0,0,0,0,0,0
188294581,1,0,1,0,0,1,1,0,0,0,0,0,0
188802678,1,0,1,0,0,1,1,0,0,0,0,0,0
189312493,1,0,1,0,0,1,1,0,0,0,0,0,0
189819161,1,0,1,0,0,1,1,0,0,0,0,0,0
190322686,1,0,1,0,0,1,1,0,0,0,0,0,0
191534479,1,0,1,0,0,1,1,0,1,1,1,1,0
192041527,1,0,1,0,0,1,1,0,1,1,1,1,0
192547616,1,0,1,0,0,1,1,0,1,1,1,1,0
193049858,1,0,1,0,0,1,1,0,1,1,1,1,0
193555541,1,0,1,0,0,1,1,0,1,1,1,1,0
194064483,1,0,1,0,0,1,1,0,1,1,1,1,0
194572568,1,0,1,0,0,1,1,0,1,1,1,1,0
195082623,1,0,1,0,0,1,1,0,1,1,1,1,0
195582778,1,0,1,0,0,1,1,0,1,1,1,1,0
196085583,1,0,1,0,0,1,1,0,1,1,1,1,0
196586639,1,0,1,0,0,1,1,0,1,1,1,1,0
197095507,1,0,1,0,0,1,1,0,1,1,1,1,0
197597754,1,0,1,0,0,1,1,0,1,1,1,1,0
198105549,1,0,1,0,0,1,1,0,1,1,1,1,0
198613868,1,0,1,0,0,1,1,0,1,1,1,1,0
199120509,1,0,1,0,0,1,1,0,1,1,1,1,0
199628152,1,0,1,0,0,1,1,0,1,1,1,1,0
200130592,1,0,1,0,0,1,1,0,1,1,1,1,0
200633997,1,0,1,0,0,1,1,0,1,1,1,1,0
201141259,1,0,1,0,0,1,1,0,1,1,1,1,0
201643290,1,0,1,0,0,1,1,0,1,1,1,1,0
202143654,1,0,1,0,0,1,1,0,1,1,1,1,0
202645045,1,0,1,0,0,1,1,0,1,1,1,1,0
203152478,1,0,1,0,0,1,1,0,1,1,1,1,0
203658741,1,0,1,0,0,1,1,0,1,1,1,1,0
204167672,1,0,1,0,0,1,1,0,1,1,1,1,0
204684296,1,0,1,0,0,1,1,0,1,1,1,1,0
205186728,1,0,1,0,0,1,1,0,1,1,1,1,0
205696522,1,0,1,0,0,1,1,0,1,1,1,1,0
206196938,1,0,1,0,0,1,1,0,1,1,1,1,0
206709551,1,0,1,0,0,1,1,0,1,1,1,1,0
207215410,1,0,1,0,0,1,1,0,1,1,1,1,0
207734801,1,0,1,0,0,1,1,0,1,1,1,1,0
208243790,1,0,1,0,0,1,1,0,1,1,1,1,0
208745150,1,0,1,0,0,1,1,0,1,1,1,1,0
209251767,1,0,1,0,0,1,1,0,1,1,1,1,0
209757296,1,0,1,0,0,1,1,0,1,1,1,1,0
210271418,1,0,1,0,0,1,1,0,1,1,1,1,0
210773798,1,0,1,0,0,1,1,0,1,1,1,1,0
211276630,1,0,1,0,0,1,1,0,1,1,1,1,0
211783505,1,0,1,0,0,1,1,0,1,1,1,1,0
212284691,1,0,1,0,0,1,1,0,1,1,1,1,0
212788231,1,0,1,0,0,1,1,0,1,1,1,1,0
213303444,1,0,1,0,0,1,1,0,1,1,1,1,0
213811756,1,0,1,0,0,1,1,0,1,1,1,1,0
214317668,1,0,1,0,0,1,1,0,1,1,1,1,0
214827654,1,0,1,0,0,1,1,0,1,1,1,1,0
215330033,1,0,1,0,0,1,1,0,1,1,1,1,0
215842479,1,0,1,0,0,1,1,0,1,1,1,1,0
216347101,1,0,1,0,0,1,1,0,1,1,1,1,0
216853534,1,0,1,0,0,1,1,0,1,1,1,1,0
217355527,1,0,1,0,0,1,1,0,1,1,1,1,0
217868291,1,0,1,0,0,1,1,0,1,1,1,1,0
218381021,1,0,1,0,0,1,1,0,1,1,1,1,0
218895176,1,0,1,0,0,1,1,0,1,1,1,1,0
219406324,1,0,1,0,0,1,1,0,1,1,1,1,0
219908709,1,0,1,0,0,1,1,0,1,1,1,1,0
220411705,1,0,1,0,0,1,1,0,1,1,1,1,0
220919170,1,0,1,0,0,1,1,0,1,1,1,1,0
221433892,1,0,1,0,0,1,1,0,1,1,1,1,0
221944731,1,0,1,0,0,1,1,0,1,1,1,1,0
222450319,1,0,1,0,0,1,1,0,1,1,1,1,0
222954770,1,0,1,0,0,1,1,0,1,1,1,1,0
223459539,1,0,1,0,0,1,1,0,1,1,1,1,0
223965534,1,0,1,0,0,1,1,0,1,1,1,1,0
224469474,1,0,1,0,0,1,1,0,1,1,1,1,0
224978477,1,0,1,0,0,1,1,0,1,1,1,1,0
225489475,1,0,1,0,0,1,1,0,1,1,1,1,0
225996356,1,0,1,0,0,1,1,0,1,1,1,1,0
226496484,1,0,1,0,0,1,1,0,1,1,1,1,0
227001497,1,0,1,0,0,1,1,0,1,1,1,1,0
227508084,1,0,1,0,0,1,1,0,1,1,1,1,0
228016522,1,0,1,0,0,1,1,0,1,1,1,1,0
228525486,1,0,1,0,0,1,1,0,1,1,1,1,0
229034476,1,0,1,0,0,1,1,0,1,1,1,1,0
229535506,1,0,1,0,0,1,1,0,1,1,1,1,0
230036912,1,0,1,0,0,1,1,0,1,1,1,1,0
230545479,1,0,1,0,0,1,1,0,1,1,1,1,0
231054516,1,0,1,0,0,1,1,0,1,1,1,1,0
231563510,1,0,1,0,0,1,1,0,1,1,1,1,0
232064511,1,0,1,0,0,1,1,0,1,1,1,1,0
232565776,1,0,1,0,0,1,1,0,1,1,1,1,0
233074105,1,0,1,0,0,1,1,0,1,1,1,1,0
233582515,1,0,1,0,0,1,1,0,1,1,1,1,0
234089637,1,0,1,0,0,1,1,0,1,1,1,1,0
234598479,1,0,1,0,0,1,1,0,1,1,1,1,0
235104670,1,0,1,0,0,1,1,0,1,1,1,1,0
235612492,1,0,1,0,0,1,1,0,1,1,1,1,0
