timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
2899552,0,0,1,0,0,1,1,0,0,0,0,0,0
3908471,0,0,1,0,0,1,1,0,0,0,0,0,0
4411589,0,0,1,0,0,1,1,0,0,0,0,0,0
4913484,0,0,1,0,0,1,1,0,0,0,0,0,0
5424453,0,0,1,0,0,1,1,0,0,0,0,0,0
5929492,0,0,1,0,0,1,1,0,0,0,0,0,0
6433477,0,0,1,0,0,1,1,0,0,0,0,0,0
6938513,0,0,1,0,0,1,1,0,0,0,0,0,0
7449643,0,0,1,0,0,1,1,0,0,0,0,0,0
7951270,0,0,1,0,0,1,1,0,0,0,0,0,0
8453476,0,0,1,0,0,1,1,0,0,0,0,0,0
8962654,0,0,1,0,0,1,1,0,0,0,0,0,0
9466574,0,0,1,0,0,1,1,0,0,0,0,0,0
9976554,0,0,1,0,0,1,1,0,0,0,0,0,0
10483705,0,0,1,0,0,1,1,0,0,0,0,0,0
10988757,0,0,1,0,0,1,1,0,0,0,0,0,0
11491865,0,0,1,0,0,1,1,0,0,0,0,0,0
11997480,0,0,1,0,0,1,1,0,0,0,0,0,0
12506979,0,0,1,0,0,1,1,0,0,0,0,0,0
13014114,0,0,1,0,0,1,1,0,0,0,0,0,0
13518476,0,0,1,0,0,1,1,0,0,0,0,0,0
14027347,0,0,1,0,0,1,1,0,0,0,0,0,0
14530625,0,0,1,0,0,1,1,0,0,0,0,0,0
15040240,0,0,1,0,0,1,1,0,0,0,0,0,0
15548477,0,0,1,0,0,1,1,0,0,0,0,0,0
16053475,0,0,1,0,0,1,1,0,0,0,0,0,0
16559081,0,0,1,0,0,1,1,0,0,0,0,0,0
17068522,0,0,1,0,0,1,1,0,0,0,0,0,0
18072479,0,0,1,0,0,1,1,0,0,0,0,0,0
18580054,0,0,1,0,0,1,1,0,0,0,0,0,0
19090593,0,0,1,0,0,1,1,0,0,0,0,0,0
19590599,0,0,1,0,0,1,1,0,0,0,0,0,0
20093493,0,0,1,0,0,1,1,0,0,0,0,0,0
20597478,0,0,1,0,0,1,1,0,0,0,0,0,0
21099490,0,0,1,0,0,1,1,0,0,0,0,0,0
21604475,0,0,1,0,0,1,1,0,0,0,0,0,0
22107976,0,0,1,0,0,1,1,0,0,0,0,0,0
22617772,0,0,1,0,0,1,1,0,0,0,0,0,0
23119482,0,0,1,0,0,1,1,0,0,0,0,0,0
23627485,0,0,1,0,0,1,1,0,0,0,0,0,0
24128480,0,0,1,0,0,1,1,0,0,0,0,0,0
24632513,0,0,1,0,0,1,1,0,0,0,0,0,0
25139539,0,0,1,0,0,1,1,0,0,0,0,0,0
25650589,0,0,1,0,0,1,1,0,0,0,0,0,0
26151537,0,0,1,0,0,1,1,0,0,0,0,0,0
26661556,0,0,1,0,0,1,1,0,0,0,0,0,0
27164563,0,0,1,0,0,1,1,0,0,0,0,0,0
27676781,0,0,1,0,0,1,1,0,0,0,0,0,0
28182528,0,0,1,0,0,1,1,0,0,0,0,0,0
28691291,0,0,1,0,0,1,1,0,0,0,0,0,0
29196569,0,0,1,0,0,1,1,0,0,0,0,0,0
29705249,0,0,1,0,0,1,1,0,0,0,0,0,0
29882888,0,0,1,0,0,1,1,0,0,0,0,0,0
30385518,0,0,1,0,0,1,1,0,0,0,0,0,0
