timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
4565980,0,0,1,0,0,1,1,0,0,0,0,0,0
5074590,0,0,1,0,0,1,1,0,0,0,0,0,0
5583726,0,0,1,0,0,1,1,0,0,0,0,0,0
6089626,0,0,1,0,0,1,1,0,0,0,0,0,0
6597468,0,0,1,0,0,1,1,0,0,0,0,0,0
7101548,0,0,1,0,0,1,1,0,0,0,0,0,0
7604847,0,0,1,0,0,1,1,0,0,0,0,0,0
8114068,0,0,1,0,0,1,1,0,0,0,0,0,0
8618511,0,0,1,0,0,1,1,0,0,0,0,0,0
9120566,0,0,1,0,0,1,1,0,0,0,0,0,0
9628486,0,0,1,0,0,1,1,0,0,0,0,0,0
10138496,0,0,1,0,0,1,1,0,0,0,0,0,0
10639839,0,0,1,0,0,1,1,0,0,0,0,0,0
11139956,0,0,1,0,0,1,1,0,0,0,0,0,0
11645647,0,0,1,0,0,1,1,0,0,0,0,0,0
12154505,0,0,1,0,0,1,1,0,0,0,0,0,0
12659625,0,0,1,0,0,1,1,0,0,0,0,0,0
13168474,0,0,1,0,0,1,1,0,0,0,0,0,0
13669830,0,0,1,0,0,1,1,0,0,0,0,0,0
14177476,0,0,1,0,0,1,1,0,0,0,0,0,0
14682524,0,0,1,0,0,1,1,0,0,0,0,0,0
15187621,0,0,1,0,0,1,1,0,0,0,0,0,0
15691077,0,0,1,0,0,1,1,0,0,0,0,0,0
16197493,0,0,1,0,0,1,1,0,0,0,0,0,0
16710157,0,0,1,0,0,1,1,0,0,0,0,0,0
17214521,0,0,1,0,0,1,1,0,0,0,0,0,0
17721630,0,0,1,0,0,1,1,0,0,0,0,0,0
18222474,0,0,1,0,0,1,1,0,0,0,0,0,0
18734137,0,0,1,0,0,1,1,0,0,0,0,0,0
19238531,0,0,1,0,0,1,1,0,0,0,0,0,0
19740474,0,0,1,0,0,1,1,0,0,0,0,0,0
20249626,0,0,1,0,0,1,1,0,0,0,0,0,0
20756544,0,0,1,0,0,1,1,0,0,0,0,0,0
21266270,0,0,1,0,0,1,1,0,0,0,0,0,0
21775085,0,0,1,0,0,1,1,0,0,0,0,0,0
