timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
2606443,0,0,1,0,0,1,1,0,0,0,0,0,0
3170328,0,0,1,0,0,1,1,0,0,0,0,0,0
4173089,0,0,1,0,0,1,1,0,0,0,0,0,0
4679713,0,0,1,0,0,1,1,0,0,0,0,0,0
5181441,0,0,1,0,0,1,1,0,0,0,0,0,0
5691779,0,0,1,0,0,1,1,0,0,0,0,0,0
6194754,0,0,1,0,0,1,1,0,0,0,0,0,0
6696669,0,0,1,0,0,1,1,0,0,0,0,0,0
7206449,0,0,1,0,0,1,1,0,0,0,0,0,0
7714821,0,0,1,0,0,1,1,0,0,0,0,0,0
8220456,0,0,1,0,0,1,1,0,0,0,0,0,0
8727640,0,0,1,0,0,1,1,0,0,0,0,0,0
9227661,0,0,1,0,0,1,1,0,0,0,0,0,0
9738516,0,0,1,0,0,1,1,0,0,0,0,0,0
10250151,0,0,1,0,0,1,1,0,0,0,0,0,0
10752473,0,0,1,0,0,1,1,0,0,0,0,0,0
11256519,0,0,1,0,0,1,1,0,0,0,0,0,0
11763511,0,0,1,0,0,1,1,0,0,0,0,0,0
12273464,0,0,1,0,0,1,1,0,0,0,0,0,0
12783122,0,0,1,0,0,1,1,0,0,0,0,0,0
13291224,0,0,1,0,0,1,1,0,0,0,0,0,0
13792205,0,0,1,0,0,1,1,0,0,0,0,0,0
14295449,0,0,1,0,0,1,1,0,0,0,0,0,0
14804456,0,0,1,0,0,1,1,0,0,0,0,0,0
15305468,0,0,1,0,0,1,1,0,0,0,0,0,0
15811486,0,0,1,0,0,1,1,0,0,0,0,0,0
16318397,0,0,1,0,0,1,1,0,0,0,0,0,0
16829130,0,0,1,0,0,1,1,0,0,0,0,0,0
17341367,0,0,1,0,0,1,1,0,0,0,0,0,0
17844450,0,0,1,0,0,1,1,0,0,0,0,0,0
18346290,0,0,1,0,0,1,1,0,0,0,0,0,0
18851482,0,0,1,0,0,1,1,0,0,0,0,0,0
19353941,0,0,1,0,0,1,1,0,0,0,0,0,0
19856484,0,0,1,0,0,1,1,0,0,0,0,0,0
