timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
33889630,0,0,1,0,0,0,0,0
34394516,0,0,1,0,0,0,0,0
34904546,0,0,1,0,0,0,0,0
35415824,0,0,1,0,0,0,0,0
35926522,0,0,1,0,0,0,0,0
36428060,0,0,1,0,0,0,0,0
36928716,0,0,1,0,0,0,0,0
37433027,0,0,1,0,0,0,0,0
37939866,0,0,1,0,0,0,0,0
38447951,0,0,1,0,0,0,0,0
38958674,0,0,1,0,0,0,0,0
39469708,0,0,1,0,0,0,0,0
39978767,0,0,1,0,0,0,0,0
40488592,0,0,1,0,0,0,0,0
40995517,0,0,1,0,0,0,0,0
41498665,0,0,1,0,0,0,0,0
42007794,0,0,1,0,0,0,0,0
42398673,0,0,1,0,0,0,0,0
42900310,0,0,1,0,0,0,0,0
43400882,0,0,1,0,0,0,0,0
43901506,0,0,1,0,0,0,0,0
44408656,0,0,1,0,0,0,0,0
44916482,0,0,1,0,0,0,0,0
45425486,0,0,1,0,0,0,0,0
45931487,0,0,1,0,0,0,0,0
46440486,0,0,1,0,0,0,0,0
46529996,1,0,1,0,0,0,0,0
47038496,1,0,1,0,0,0,0,0
47540492,1,0,1,0,0,0,0,0
48048513,1,0,1,0,0,0,0,0
48551573,1,0,1,0,0,0,0,0
49053489,1,0,1,0,0,0,0,0
49555721,1,0,1,0,0,0,0,0
50055876,1,0,1,0,0,0,0,0
50565674,1,0,1,0,0,0,0,0
51071040,1,0,1,0,0,0,0,0
51573340,1,0,1,0,0,0,0,0
52076071,1,0,1,0,0,0,0,0
52588629,1,0,1,0,0,0,0,0
53097472,1,0,1,0,0,0,0,0
53603067,1,0,1,0,0,0,0,0
54107714,1,0,1,0,0,0,0,0
54611063,1,0,1,0,0,0,0,0
55127604,1,0,1,0,0,0,0,0
55633524,1,0,1,0,0,0,0,0
56135806,1,0,1,0,0,0,0,0
56646533,1,0,1,0,0,0,0,0
57151129,1,0,1,0,0,0,0,0
57660761,1,0,1,0,0,0,0,0
58166511,1,0,1,0,0,0,0,0
58670733,1,0,1,0,0,0,0,0
59175321,1,0,1,0,0,0,0,0
59675654,1,0,1,0,0,0,0,0
60186097,1,0,1,0,0,0,0,0
60692492,1,0,1,0,0,0,0,0
61196924,1,0,1,0,0,0,0,0
61698659,1,0,1,0,0,0,0,0
62208557,1,0,1,0,0,0,0,0
62715561,1,0,1,0,0,0,0,0
63220768,1,0,1,0,0,0,0,0
63726513,1,0,1,0,0,0,0,0
64230879,1,0,1,0,0,0,0,0
64737670,1,0,1,0,0,0,0,0
65242038,1,0,1,0,0,0,0,0
65752506,1,0,1,0,0,0,0,0
66252514,1,0,1,0,0,0,0,0
66760935,1,0,1,0,0,0,0,0
67262560,1,0,1,0,0,0,0,0
67768483,1,0,1,0,0,0,0,0
68275089,1,0,1,0,0,0,0,0
68783486,1,0,1,0,0,0,0,0
69287569,1,0,1,0,0,0,0,0
69792123,1,0,1,0,0,0,0,0
70295615,1,0,1,0,0,0,0,0
70802116,1,0,1,0,0,0,0,0
71310781,1,0,1,0,0,0,0,0
71811484,1,0,1,0,0,0,0,0
72315616,1,0,1,0,0,0,0,0
72818516,1,0,1,0,0,0,0,0
73327312,1,0,1,0,0,0,0,0
73836683,1,0,1,0,0,0,0,0
74346522,1,0,1,0,0,0,0,0
74851960,1,0,1,0,0,0,0,0
75362487,1,0,1,0,0,0,0,0
75760875,1,0,1,0,1,0,0,0
76264272,1,0,1,0,1,0,0,0
76773496,1,0,1,0,1,0,0,0
77283584,1,0,1,0,1,0,0,0
77553656,1,0,1,0,0,0,0,0
78021925,1,0,1,0,0,0,0,0
78532563,1,0,1,0,0,0,0,0
79042483,1,0,1,0,0,0,0,0
79545891,1,0,1,0,0,0,0,0
80028776,0,0,1,0,0,0,0,0
80333570,0,0,1,0,0,0,0,0
80845533,0,0,1,0,0,0,0,0
81347484,0,0,1,0,0,0,0,0
81855576,0,0,1,0,0,0,0,0
82356563,0,0,1,0,0,0,0,0
82858715,0,0,1,0,0,0,0,0
83360480,0,0,1,0,0,0,0,0
83869836,0,0,1,0,0,0,0,0
84372979,0,0,1,0,0,0,0,0
84878713,0,0,1,0,0,0,0,0
85384842,0,0,1,0,0,0,0,0
85894507,0,0,1,0,0,0,0,0
86404492,0,0,1,0,0,0,0,0
86904547,0,0,1,0,0,0,0,0
87416107,0,0,1,0,0,0,0,0
87925554,0,0,1,0,0,0,0,0
88426125,0,0,1,0,0,0,0,0
88934571,0,0,1,0,0,0,0,0
89442052,0,0,1,0,0,0,0,0
89954501,0,0,1,0,0,0,0,0
90459917,0,0,1,0,0,0,0,0
90965481,0,0,1,0,0,0,0,0
91468720,0,0,1,0,0,0,0,0
91979297,0,0,1,0,0,0,0,0
92483726,0,0,1,0,0,0,0,0
92990483,0,0,1,0,0,0,0,0
93490530,0,0,1,0,0,0,0,0
93993553,0,0,1,0,0,0,0,0
94498379,0,0,1,0,0,0,0,0
95001603,0,0,1,0,0,0,0,0
95506569,0,0,1,0,0,0,0,0
96008417,0,0,1,0,0,0,0,0
96510130,0,0,1,0,0,0,0,0
97014688,0,0,1,0,0,0,0,0
97515491,0,0,1,0,0,0,0,0
98017495,0,0,1,0,0,0,0,0
98521607,0,0,1,0,0,0,0,0
99021895,0,0,1,0,0,0,0,0
99526663,0,0,1,0,0,0,0,0
100032484,0,0,1,0,0,0,0,0
100532521,0,0,1,0,0,0,0,0
101041153,0,0,1,0,0,0,0,0
101542253,0,0,1,0,0,0,0,0
102047504,0,0,1,0,0,0,0,0
102547550,0,0,1,0,0,0,0,0
103051482,0,0,1,0,0,0,0,0
103552561,0,0,1,0,0,0,0,0
104063576,0,0,1,0,0,0,0,0
104566566,0,0,1,0,0,0,0,0
105072488,0,0,1,0,0,0,0,0
105575550,0,0,1,0,0,0,0,0
106080417,0,0,1,0,0,0,0,0
106588484,0,0,1,0,0,0,0,0
107097556,0,0,1,0,0,0,0,0
107602515,0,0,1,0,0,0,0,0
108105539,0,0,1,0,0,0,0,0
108611728,0,0,1,0,0,0,0,0
109113513,0,0,1,0,0,0,0,0
109618519,0,0,1,0,0,0,0,0
110123948,0,0,1,0,0,0,0,0
110631481,0,0,1,0,0,0,0,0
111135614,0,0,1,0,0,0,0,0
111636655,0,0,1,0,0,0,0,0
112145989,0,0,1,0,0,0,0,0
112652539,0,0,1,0,0,0,0,0
113153584,0,0,1,0,0,0,0,0
113663645,0,0,1,0,0,0,0,0
114168794,0,0,1,0,0,0,0,0
114671485,0,0,1,0,0,0,0,0
115174140,0,0,1,0,0,0,0,0
115683496,0,0,1,0,0,0,0,0
116185595,0,0,1,0,0,0,0,0
116688286,0,0,1,0,0,0,0,0
117190484,0,0,1,0,0,0,0,0
117694481,0,0,1,0,0,0,0,0
118195479,0,0,1,0,0,0,0,0
118695514,0,0,1,0,0,0,0,0
119196527,0,0,1,0,0,0,0,0
119706510,0,0,1,0,0,0,0,0
120207550,0,0,1,0,0,0,0,0
120707562,0,0,1,0,0,0,0,0
121216186,0,0,1,0,0,0,0,0
121725484,0,0,1,0,0,0,0,0
122227482,0,0,1,0,0,0,0,0
122730493,0,0,1,0,0,0,0,0
123240550,0,0,1,0,0,0,0,0
123740885,0,0,1,0,0,0,0,0
124251736,0,0,1,0,0,0,0,0
124759595,0,0,1,0,0,0,0,0
125264515,0,0,1,0,0,0,0,0
125774793,0,0,1,0,0,0,0,0
126282762,0,0,1,0,0,0,0,0
126791493,0,0,1,0,0,0,0,0
127296484,0,0,1,0,0,0,0,0
127805480,0,0,1,0,0,0,0,0
128314629,0,0,1,0,0,0,0,0
128825498,0,0,1,0,0,0,0,0
129326687,0,0,1,0,0,0,0,0
129833559,0,0,1,0,0,0,0,0
130336851,0,0,1,0,0,0,0,0
130846524,0,0,1,0,0,0,0,0
131356479,0,0,1,0,0,0,0,0
131858962,0,0,1,0,0,0,0,0
132363180,0,0,1,0,0,0,0,0
132863509,0,0,1,0,0,0,0,0
133366515,0,0,1,0,0,0,0,0
133867614,0,0,1,0,0,0,0,0
134371482,0,0,1,0,0,0,0,0
134878530,0,0,1,0,0,0,0,0
135386624,0,0,1,0,0,0,0,0
135892535,0,0,1,0,0,0,0,0
136400591,0,0,1,0,0,0,0,0
136908518,0,0,1,0,0,0,0,0
137411600,0,0,1,0,0,0,0,0
137918521,0,0,1,0,0,0,0,0
138421536,0,0,1,0,0,0,0,0
138926543,0,0,1,0,0,0,0,0
139436512,0,0,1,0,0,0,0,0
139947231,0,0,1,0,0,0,0,0
140451479,0,0,1,0,0,0,0,0
140962641,0,0,1,0,0,0,0,0
141473517,0,0,1,0,0,0,0,0
141977507,0,0,1,0,0,0,0,0
142488482,0,0,1,0,0,0,0,0
143000971,0,0,1,0,0,0,0,0
143503522,0,0,1,0,0,0,0,0
144012483,0,0,1,0,0,0,0,0
144521580,0,0,1,0,0,0,0,0
145028704,0,0,1,0,0,0,0,0
145534503,0,0,1,0,0,0,0,0
146045483,0,0,1,0,0,0,0,0
146546470,0,0,1,0,0,0,0,0
147051592,0,0,1,0,0,0,0,0
147561610,0,0,1,0,0,0,0,0
148067679,0,0,1,0,0,0,0,0
148573482,0,0,1,0,0,0,0,0
149073491,0,0,1,0,0,0,0,0
149577510,0,0,1,0,0,0,0,0
150087482,0,0,1,0,0,0,0,0
150590519,0,0,1,0,0,0,0,0
151098703,0,0,1,0,0,0,0,0
151598768,0,0,1,0,0,0,0,0
152108532,0,0,1,0,0,0,0,0
152617572,0,0,1,0,0,0,0,0
153120481,0,0,1,0,0,0,0,0
153628210,0,0,1,0,0,0,0,0
154137296,0,0,1,0,0,0,0,0
154642479,0,0,1,0,0,0,0,0
155149952,0,0,1,0,0,0,0,0
155658357,0,0,1,0,0,0,0,0
156169973,0,0,1,0,0,0,0,0
156679100,0,0,1,0,0,0,0,0
157184953,0,0,1,0,0,0,0,0
157690485,0,0,1,0,0,0,0,0
158196686,0,0,1,0,0,0,0,0
158705858,0,0,1,0,0,0,0,0
159216786,0,0,1,0,0,0,0,0
159722443,0,0,1,0,0,0,0,0
160227290,0,0,1,0,0,0,0,0
160728481,0,0,1,0,0,0,0,0
161234555,0,0,1,0,0,0,0,0
161738850,0,0,1,0,0,0,0,0
162248482,0,0,1,0,0,0,0,0
162756369,0,0,1,0,0,0,0,0
163266600,0,0,1,0,0,0,0,0
163775619,0,0,1,0,0,0,0,0
164283552,0,0,1,0,0,0,0,0
164786508,0,0,1,0,0,0,0,0
165296479,0,0,1,0,0,0,0,0
165806482,0,0,1,0,0,0,0,0
166309805,0,0,1,0,0,0,0,0
166819345,0,0,1,0,0,0,0,0
167321486,0,0,1,0,0,0,0,0
167824407,0,0,1,0,0,0,0,0
168330695,0,0,1,0,0,0,0,0
168841683,0,0,1,0,0,0,0,0
169350511,0,0,1,0,0,0,0,0
169853481,0,0,1,0,0,0,0,0
170364193,0,0,1,0,0,0,0,0
170869600,0,0,1,0,0,0,0,0
171374558,0,0,1,0,0,0,0,0
171880499,0,0,1,0,0,0,0,0
172384641,0,0,1,0,0,0,0,0
172895534,0,0,1,0,0,0,0,0
173401511,0,0,1,0,0,0,0,0
173904550,0,0,1,0,0,0,0,0
174411558,0,0,1,0,0,0,0,0
174918898,0,0,1,0,0,0,0,0
175430086,0,0,1,0,0,0,0,0
175932481,0,0,1,0,0,0,0,0
176441718,0,0,1,0,0,0,0,0
176952772,0,0,1,0,0,0,0,0
177463710,0,0,1,0,0,0,0,0
177964484,0,0,1,0,0,0,0,0
178472477,0,0,1,0,0,0,0,0
178973510,0,0,1,0,0,0,0,0
179474491,0,0,1,0,0,0,0,0
179975536,0,0,1,0,0,0,0,0
180479595,0,0,1,0,0,0,0,0
180982513,0,0,1,0,0,0,0,0
181493498,0,0,1,0,0,0,0,0
182000403,0,0,1,0,0,0,0,0
182500517,0,0,1,0,0,0,0,0
183006508,0,0,1,0,0,0,0,0
183515644,0,0,1,0,0,0,0,0
184018515,0,0,1,0,0,0,0,0
184521480,0,0,1,0,0,0,0,0
185030908,0,0,1,0,0,0,0,0
185537550,0,0,1,0,0,0,0,0
186040071,0,0,1,0,0,0,0,0
186550537,0,0,1,0,0,0,0,0
187058672,0,0,1,0,0,0,0,0
187569627,0,0,1,0,0,0,0,0
188072278,0,0,1,0,0,0,0,0
189084482,0,0,1,0,0,0,0,0
189595514,0,0,1,0,0,0,0,0
190100506,0,0,1,0,0,0,0,0
190601809,0,0,1,0,0,0,0,0
191106778,0,0,1,0,0,0,0,0
191607499,0,0,1,0,0,0,0,0
192108480,0,0,1,0,0,0,0,0
192612406,0,0,1,0,0,0,0,0
193121523,0,0,1,0,0,0,0,0
193628516,0,0,1,0,0,0,0,0
194132655,0,0,1,0,0,0,0,0
194634481,0,0,1,0,0,0,0,0
195139825,0,0,1,0,0,0,0,0
195644479,0,0,1,0,0,0,0,0
196152222,0,0,1,0,0,0,0,0
196658506,0,0,1,0,0,0,0,0
197165071,0,0,1,0,0,0,0,0
197669602,0,0,1,0,0,0,0,0
198181656,0,0,1,0,0,0,0,0
198691688,0,0,1,0,0,0,0,0
199199684,0,0,1,0,0,0,0,0
199708834,0,0,1,0,0,0,0,0
200209739,0,0,1,0,0,0,0,0
200710234,0,0,1,0,0,0,0,0
201212504,0,0,1,0,0,0,0,0
201714504,0,0,1,0,0,0,0,0
202216478,0,0,1,0,0,0,0,0
202720516,0,0,1,0,0,0,0,0
203221483,0,0,1,0,0,0,0,0
203727939,0,0,1,0,0,0,0,0
204235482,0,0,1,0,0,0,0,0
204746515,0,0,1,0,0,0,0,0
205251532,0,0,1,0,0,0,0,0
205752715,0,0,1,0,0,0,0,0
206253479,0,0,1,0,0,0,0,0
206753767,0,0,1,0,0,0,0,0
207263484,0,0,1,0,0,0,0,0
207767555,0,0,1,0,0,0,0,0
208278555,0,0,1,0,0,0,0,0
208781559,0,0,1,0,0,0,0,0
209291560,0,0,1,0,0,0,0,0
209801522,0,0,1,0,0,0,0,0
210311491,0,0,1,0,0,0,0,0
210818512,0,0,1,0,0,0,0,0
211321479,0,0,1,0,0,0,0,0
211831478,0,0,1,0,0,0,0,0
212343537,0,0,1,0,0,0,0,0
212853542,0,0,1,0,0,0,0,0
213361571,0,0,1,0,0,0,0,0
213867090,0,0,1,0,0,0,0,0
214375483,0,0,1,0,0,0,0,0
214878479,0,0,1,0,0,0,0,0
215380516,0,0,1,0,0,0,0,0
215890615,0,0,1,0,0,0,0,0
216395652,0,0,1,0,0,0,0,0
216905496,0,0,1,0,0,0,0,0
217406515,0,0,1,0,0,0,0,0
217907764,0,0,1,0,0,0,0,0
218415489,0,0,1,0,0,0,0,0
218923522,0,0,1,0,0,0,0,0
219433663,0,0,1,0,0,0,0,0
219935509,0,0,1,0,0,0,0,0
220440484,0,0,1,0,0,0,0,0
220949627,0,0,1,0,0,0,0,0
221452698,0,0,1,0,0,0,0,0
221963383,0,0,1,0,0,0,0,0
222472497,0,0,1,0,0,0,0,0
222980722,0,0,1,0,0,0,0,0
223491511,0,0,1,0,0,0,0,0
223999695,0,0,1,0,0,0,0,0
224508479,0,0,1,0,0,0,0,0
225014156,0,0,1,0,0,0,0,0
225524801,0,0,1,0,0,0,0,0
226033239,0,0,1,0,0,0,0,0
226537526,0,0,1,0,0,0,0,0
227045482,0,0,1,0,0,0,0,0
227555488,0,0,1,0,0,0,0,0
228061595,0,0,1,0,0,0,0,0
228562843,0,0,1,0,0,0,0,0
229072509,0,0,1,0,0,0,0,0
229572955,0,0,1,0,0,0,0,0
230587726,0,0,1,0,0,0,0,0
231094998,0,0,1,0,0,0,0,0
231600259,0,0,1,0,0,0,0,0
232105845,0,0,1,0,0,0,0,0
232606641,0,0,1,0,0,0,0,0
233118166,0,0,1,0,0,0,0,0
233628996,0,0,1,0,0,0,0,0
234138481,0,0,1,0,0,0,0,0
234640576,0,0,1,0,0,0,0,0
235148481,0,0,1,0,0,0,0,0
235652308,0,0,1,0,0,0,0,0
236160550,0,0,1,0,0,0,0,0
236673002,0,0,1,0,0,0,0,0
237183791,0,0,1,0,0,0,0,0
237684391,0,0,1,0,0,0,0,0
238186487,0,0,1,0,0,0,0,0
238687520,0,0,1,0,0,0,0,0
239195993,0,0,1,0,0,0,0,0
239701482,0,0,1,0,0,0,0,0
240205521,0,0,1,0,0,0,0,0
240707482,0,0,1,0,0,0,0,0
241210518,0,0,1,0,0,0,0,0
241720479,0,0,1,0,0,0,0,0
242230502,0,0,1,0,0,0,0,0
242737204,0,0,1,0,0,0,0,0
243238597,0,0,1,0,0,0,0,0
243748547,0,0,1,0,0,0,0,0
244251755,0,0,1,0,0,0,0,0
244762480,0,0,1,0,0,0,0,0
245262515,0,0,1,0,0,0,0,0
245768363,0,0,1,0,0,0,0,0
246278570,0,0,1,0,0,0,0,0
246789306,0,0,1,0,0,0,0,0
247297507,0,0,1,0,0,0,0,0
247802519,0,0,1,0,0,0,0,0
248308539,0,0,1,0,0,0,0,0
248817653,0,0,1,0,0,0,0,0
249327071,0,0,1,0,0,0,0,0
249676276,1,0,1,0,0,0,0,0
250182491,1,0,1,0,0,0,0,0
250687535,1,0,1,0,0,0,0,0
251195076,1,0,1,0,0,0,0,0
251703481,1,0,1,0,0,0,0,0
252206516,1,0,1,0,0,0,0,0
252710929,1,0,1,0,0,0,0,0
253218481,1,0,1,0,0,0,0,0
253726470,1,0,1,0,0,0,0,0
254229697,1,0,1,0,0,0,0,0
254739721,1,0,1,0,0,0,0,0
255245488,1,0,1,0,0,0,0,0
255745568,1,0,1,0,0,0,0,0
256246488,1,0,1,0,0,0,0,0
256753200,1,0,1,0,0,0,0,0
257261539,1,0,1,0,0,0,0,0
257764528,1,0,1,0,0,0,0,0
258274544,1,0,1,0,0,0,0,0
258775546,1,0,1,0,0,0,0,0
258908568,1,0,1,0,0,0,0,0
259413170,1,0,1,0,0,0,0,0
259920509,1,0,1,0,0,0,0,0
260423088,1,0,1,0,0,0,0,0
260929356,1,0,1,0,0,0,0,0
261434485,1,0,1,0,0,0,0,0
261935547,1,0,1,0,0,0,0,0
262442527,1,0,1,0,0,0,0,0
262952485,1,0,1,0,0,0,0,0
263458924,1,0,1,0,0,0,0,0
263961525,1,0,1,0,0,0,0,0
264469623,1,0,1,0,0,0,0,0
264977558,1,0,1,0,0,0,0,0
265484672,1,0,1,0,0,0,0,0
265994471,1,0,1,0,0,0,0,0
266504462,1,0,1,0,0,0,0,0
267012521,1,0,1,0,0,0,0,0
267418106,1,0,1,0,0,0,0,0
267926526,1,0,1,0,0,0,0,0
268436480,1,0,1,0,0,0,0,0
268946917,1,0,1,0,0,0,0,0
269456816,1,0,1,0,0,0,0,0
269964645,1,0,1,0,0,0,0,0
270469864,1,0,1,0,0,0,0,0
270977909,1,0,1,0,0,0,0,0
271402424,1,0,1,0,0,0,0,0
271912717,1,0,1,0,0,0,0,0
272417550,1,0,1,0,0,0,0,0
272935189,1,0,1,0,0,0,0,0
273440471,1,0,1,0,0,0,0,0
273945519,1,0,1,0,0,0,0,0
274450515,1,0,1,0,0,0,0,0
274965481,1,0,1,0,0,0,0,0
275473456,1,0,1,0,0,0,0,0
275976544,1,0,1,0,0,0,0,0
276478926,1,0,1,0,0,0,0,0
276986490,1,0,1,0,0,0,0,0
277489812,1,0,1,0,0,0,0,0
278002785,1,0,1,0,0,0,0,0
278507366,1,0,1,0,0,0,0,0
279007509,1,0,1,0,0,0,0,0
279510481,1,0,1,0,0,0,0,0
280017651,1,0,1,0,0,0,0,0
280519680,1,0,1,0,0,0,0,0
281030510,1,0,1,0,0,0,0,0
281540485,1,0,1,0,0,0,0,0
282040791,1,0,1,0,0,0,0,0
282548639,1,0,1,0,0,0,0,0
283050030,1,0,1,0,0,0,0,0
283557281,1,0,1,0,0,0,0,0
284061523,1,0,1,0,0,0,0,0
284570482,1,0,1,0,0,0,0,0
285072525,1,0,1,0,0,0,0,0
285578065,1,0,1,0,0,0,0,0
286092984,1,0,1,0,0,0,0,0
286602188,1,0,1,0,0,0,0,0
287115469,1,0,1,0,0,0,0,0
287618828,1,0,1,0,0,0,0,0
288120565,1,0,1,0,0,0,0,0
288626480,1,0,1,0,0,0,0,0
289128327,1,0,1,0,0,0,0,0
289637774,1,0,1,0,0,0,0,0
290140652,1,0,1,0,0,0,0,0
290648314,1,0,1,0,0,0,0,0
291151620,1,0,1,0,0,0,0,0
291653503,1,0,1,0,0,0,0,0
292162678,1,0,1,0,0,0,0,0
292670650,1,0,1,0,0,0,0,0
293176095,1,0,1,0,0,0,0,0
293679908,1,0,1,0,0,0,0,0
294190699,1,0,1,0,0,0,0,0
294692815,1,0,1,0,0,0,0,0
295197346,1,0,1,0,0,0,0,0
295701489,1,0,1,0,0,0,0,0
296208579,1,0,1,0,0,0,0,0
296720041,1,0,1,0,0,0,0,0
297228697,1,0,1,0,0,0,0,0
297731745,1,0,1,0,0,0,0,0
298239036,1,0,1,0,0,0,0,0
298745814,1,0,1,0,0,0,0,0
299251582,1,0,1,0,0,0,0,0
299760577,1,0,1,0,0,0,0,0
300265576,1,0,1,0,0,0,0,0
300771482,1,0,1,0,0,0,0,0
301273608,1,0,1,0,0,0,0,0
301783810,1,0,1,0,0,0,0,0
302285484,1,0,1,0,0,0,0,0
302795547,1,0,1,0,0,0,0,0
303305492,1,0,1,0,0,0,0,0
303806526,1,0,1,0,0,0,0,0
304313482,1,0,1,0,0,0,0,0
304818482,1,0,1,0,0,0,0,0
305325566,1,0,1,0,0,0,0,0
305835570,1,0,1,0,0,0,0,0
306339294,1,0,1,0,0,0,0,0
306839729,1,0,1,0,0,0,0,0
307352874,1,0,1,0,0,0,0,0
307857615,1,0,1,0,0,0,0,0
308364552,1,0,1,0,0,0,0,0
308872951,1,0,1,0,0,0,0,0
309381936,1,0,1,0,0,0,0,0
309883561,1,0,1,0,0,0,0,0
310396672,1,0,1,0,0,0,0,0
310899168,1,0,1,0,0,0,0,0
311403509,1,0,1,0,0,0,0,0
311904514,1,0,1,0,0,0,0,0
312411487,1,0,1,0,0,0,0,0
312920799,1,0,1,0,0,0,0,0
313424480,1,0,1,0,0,0,0,0
313925429,1,0,1,0,0,0,0,0
314434510,1,0,1,0,0,0,0,0
314939716,1,0,1,0,0,0,0,0
315447890,1,0,1,0,0,0,0,0
315949613,1,0,1,0,0,0,0,0
316459630,1,0,1,0,0,0,0,0
316964654,1,0,1,0,0,0,0,0
317471482,1,0,1,0,0,0,0,0
317982459,1,0,1,0,0,0,0,0
318490888,1,0,1,0,0,0,0,0
319002829,1,0,1,0,0,0,0,0
319505516,1,0,1,0,0,0,0,0
320011270,1,0,1,0,0,0,0,0
320517325,1,0,1,0,0,0,0,0
321020508,1,0,1,0,0,0,0,0
321539679,1,0,1,0,0,0,0,0
322043957,1,0,1,0,0,0,0,0
322547532,1,0,1,0,0,0,0,0
323050743,1,0,1,0,0,0,0,0
323557401,1,0,1,0,0,0,0,0
324058481,1,0,1,0,0,0,0,0
324572045,1,0,1,0,0,0,0,0
325082089,1,0,1,0,0,0,0,0
325584363,1,0,1,0,0,0,0,0
326103868,1,0,1,0,0,0,0,0
326607940,1,0,1,0,0,0,0,0
327118515,1,0,1,0,0,0,0,0
327620982,1,0,1,0,0,0,0,0
328124554,1,0,1,0,0,0,0,0
328632922,1,0,1,0,0,0,0,0
329139718,1,0,1,0,0,0,0,0
329644482,1,0,1,0,0,0,0,0
330154418,1,0,1,0,0,0,0,0
330659660,1,0,1,0,0,0,0,0
331166556,1,0,1,0,0,0,0,0
331667518,1,0,1,0,0,0,0,0
332174201,1,0,1,0,0,0,0,0
332680483,1,0,1,0,0,0,0,0
333190555,1,0,1,0,0,0,0,0
333694243,1,0,1,0,0,0,0,0
334206162,1,0,1,0,0,0,0,0
334710790,1,0,1,0,0,0,0,0
335217484,1,0,1,0,0,0,0,0
335727673,1,0,1,0,0,0,0,0
336231121,1,0,1,0,0,0,0,0
336735227,1,0,1,0,0,0,0,0
337239966,1,0,1,0,0,0,0,0
337740576,1,0,1,0,0,0,0,0
338251272,1,0,1,0,0,0,0,0
338755248,1,0,1,0,0,0,0,0
339264488,1,0,1,0,0,0,0,0
339768482,1,0,1,0,0,0,0,0
340269941,1,0,1,0,0,0,0,0
340777073,1,0,1,0,0,0,0,0
341288431,1,0,1,0,0,0,0,0
341800899,1,0,1,0,0,0,0,0
342301558,1,0,1,0,0,0,0,0
342811452,1,0,1,0,0,0,0,0
343316517,1,0,1,0,0,0,0,0
343818908,1,0,1,0,0,0,0,0
344319272,1,0,1,0,0,0,0,0
344829573,1,0,1,0,0,0,0,0
345340598,1,0,1,0,0,0,0,0
345852951,1,0,1,0,0,0,0,0
346365947,1,0,1,0,0,0,0,0
346878146,1,0,1,0,0,0,0,0
347390953,1,0,1,0,0,0,0,0
347900736,1,0,1,0,0,0,0,0
348411436,1,0,1,0,0,0,0,0
348916490,1,0,1,0,0,0,0,0
349434866,1,0,1,0,0,0,0,0
349937506,1,0,1,0,0,0,0,0
350445583,1,0,1,0,0,0,0,0
